INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
212043036,3503,,MISSING PERSON - NOT REPORTED - LOCATED,C11,249,0,2021-06-25 01:19:00,2021,6,Friday,1,,SYDNEY ST,42.3132792168816,-71.052920930219,"(42.3132792168816, -71.052920930219)"
212013086,3301,,VERBAL DISPUTE,E13,572,0,2021-02-28 20:25:00,2021,2,Sunday,20,,IFFLEY RD,42.3123662673835,-71.0993373998637,"(42.3123662673835, -71.0993373998637)"
212031283,3115,,INVESTIGATE PERSON,E5,726,0,2021-05-13 16:05:00,2021,5,Thursday,16,,SPRING ST,42.2775796415397,-71.1627479937675,"(42.2775796415397, -71.1627479937675)"
212007095,3205,,M/V PLATES - LOST,B3,406,0,2021-01-31 10:00:00,2021,1,Sunday,10,,RIVER ST,42.2714826307145,-71.0756438544172,"(42.2714826307145, -71.0756438544172)"
212042754,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,A1,111,0,2021-06-24 09:16:00,2021,6,Thursday,9,,BOYLSTON ST,42.3523118967664,-71.0637051009578,"(42.3523118967664, -71.0637051009578)"
212039338,3810,,M/V ACCIDENT - INVOLVING BICYCLE - INJURY,E5, ,0,2021-06-12 12:50:00,2021,6,Saturday,12,,VFW PKWY,42.2662373546204,-71.1684334561187,"(42.2662373546204, -71.1684334561187)"
212010199,1102,,FRAUD - FALSE PRETENSE / SCHEME,B3,355,0,2021-02-02 12:00:00,2021,2,Tuesday,12,,NORWELL ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212001606,2647,,THREATS TO DO BODILY HARM,D4,143,0,2021-01-08 10:50:00,2021,1,Friday,10,,BOYLSTON ST,42.348623815555,-71.0827763708641,"(42.348623815555, -71.0827763708641)"
212029526,1832,,SICK ASSIST - DRUG RELATED ILLNESS,C11,356,0,2021-05-06 19:08:00,2021,5,Thursday,19,,GENEVA AVE,42.2984886615439,-71.0631329417796,"(42.2984886615439, -71.0631329417796)"
212010731,3115,,INVESTIGATE PERSON,C6,200,0,2021-02-06 09:30:00,2021,2,Saturday,9,,FLAHERTY WAY,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
212018740,1107,,FRAUD - IMPERSONATION,D4,167,0,2021-03-22 12:00:00,2021,3,Monday,12,,FAY ST,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
212033878,3301,,VERBAL DISPUTE,A1,118,0,2021-05-23 03:59:00,2021,5,Sunday,3,,STUART ST,42.3506443842422,-71.068115835099,"(42.3506443842422, -71.068115835099)"
212035308,3123,,EXPLOSIVES - TURNED IN OR FOUND,,257,0,2021-05-28 10:24:00,2021,5,Friday,10,,HANCOCK ST,42.3104339974624,-71.0613400976213,"(42.3104339974624, -71.0613400976213)"
212004036,613,,LARCENY SHOPLIFTING,D4,134,0,2021-01-19 10:16:00,2021,1,Tuesday,10,,BOYLSTON ST,42.3503786997765,-71.0762609838281,"(42.3503786997765, -71.0762609838281)"
212002085,1402,,VANDALISM,E18,487,0,2021-01-09 17:00:00,2021,1,Saturday,17,,OAKCREST RD,42.2645214910815,-71.1042921120239,"(42.2645214910815, -71.1042921120239)"
212009529,1402,,VANDALISM,C11,241,0,2021-02-12 21:00:00,2021,2,Friday,21,,ALVAN TER,42.3171670798315,-71.0626429862098,"(42.3171670798315, -71.0626429862098)"
212011744,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,2021-02-23 09:50:00,2021,2,Tuesday,9,,"MASSACHUSETTS AVE & HARRISON AVE
BOSTON  MA 02118
",42.3349370067414,-71.0751570050041,"(42.3349370067414, -71.0751570050041)"
212038345,3114,,INVESTIGATE PROPERTY,B3,465,0,2021-06-08 18:03:00,2021,6,Tuesday,18,,BLUE HILL AVE,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
212026249,3110,,SERVICE TO OTHER AGENCY,E13,912,0,2021-04-23 17:34:00,2021,4,Friday,17,,CENTRE ST,42.32283758703,-71.1009672251263,"(42.32283758703, -71.1009672251263)"
212011556,301,,ROBBERY,E13,645,0,2021-02-22 12:58:00,2021,2,Monday,12,,CENTRE ST,42.3119340282003,-71.114290902182,"(42.3119340282003, -71.114290902182)"
212023911,3110,,SERVICE TO OTHER AGENCY,A1,112,0,2021-04-13 19:55:00,2021,4,Tuesday,19,,WASHINGTON ST,42.355123390368,-71.0608797985164,"(42.355123390368, -71.0608797985164)"
212037686,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,200,0,2021-06-06 12:37:00,2021,6,Sunday,12,,W BROADWAY,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
212023510,3114,,INVESTIGATE PROPERTY,C11,355,0,2021-04-12 12:17:00,2021,4,Monday,12,,GIBSON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212043080,3115,,INVESTIGATE PERSON,C6,914,0,2021-06-25 09:09:00,2021,6,Friday,9,,HENRY STERLING SQ,42.3269221536496,-71.0544752499533,"(42.3269221536496, -71.0544752499533)"
212035561,3110,,SERVICE TO OTHER AGENCY,E5,637,0,2021-05-29 00:00:00,2021,5,Saturday,0,,SPRING,0.0,0.0,"(0, 0)"
212006903,3006,,SICK/INJURED/MEDICAL - PERSON,C6, ,0,2021-02-01 17:02:00,2021,2,Monday,17,,MONSIGNOR DENNIS F. O'CALLAGHA WAY,0.0,0.0,"(0, 0)"
212006645,3502,,MISSING PERSON - LOCATED,B3,465,0,2021-01-31 12:16:00,2021,1,Sunday,12,,ATHELWOLD ST,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
212012411,3005,,SICK ASSIST,C11,459,0,2021-02-25 22:19:00,2021,2,Thursday,22,,WASHINGTON ST,42.3042217547167,-71.0791845947074,"(42.3042217547167, -71.0791845947074)"
212033582,3301,,VERBAL DISPUTE,B2,295,0,2021-05-22 01:40:00,2021,5,Saturday,1,,DABNEY ST,42.3245168857255,-71.0837702978704,"(42.3245168857255, -71.0837702978704)"
212009655,3114,,INVESTIGATE PROPERTY,B2,282,0,2021-02-13 07:30:00,2021,2,Saturday,7,,WASHINGTON ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
212022106,1832,,SICK ASSIST - DRUG RELATED ILLNESS,C11,254,0,2021-04-06 17:10:00,2021,4,Tuesday,17,,DORCHESTER AVE,42.3094761532351,-71.0580008807701,"(42.3094761532351, -71.0580008807701)"
212035280,1402,,VANDALISM,B2,293,0,2021-05-27 18:00:00,2021,5,Thursday,18,,LAMBERT AVE,42.3271201437383,-71.0903453541469,"(42.3271201437383, -71.0903453541469)"
212025745,3114,,INVESTIGATE PROPERTY,D4,165,0,2021-04-21 15:23:00,2021,4,Wednesday,15,,HARRISON AVE,42.3430252656927,-71.0649396647601,"(42.3430252656927, -71.0649396647601)"
212001835,3115,,INVESTIGATE PERSON,B2,259,0,2021-01-09 09:20:00,2021,1,Saturday,9,,ALEXANDER ST,42.3145870872625,-71.0707830288376,"(42.3145870872625, -71.0707830288376)"
212040894,3801,,M/V ACCIDENT - OTHER,E13,574,0,2021-06-17 19:20:00,2021,6,Thursday,19,,WASHINGTON ST,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)"
212011863,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,28,0,2021-02-23 10:37:00,2021,2,Tuesday,10,,LEYDEN ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)"
212043323,735,,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3, ,0,2021-06-26 05:50:00,2021,6,Saturday,5,,MASCOT ST,42.2863359613714,-71.085001494274,"(42.2863359613714, -71.085001494274)"
210265222,2647,,THREATS TO DO BODILY HARM,B2,282,0,2021-06-14 08:00:00,2021,6,Monday,8,,WASHINGTON STREET,0.0,0.0,"(0, 0)"
212033335,616,,LARCENY THEFT OF BICYCLE,D4,77,0,2021-05-12 12:00:00,2021,5,Wednesday,12,,SUDBURY ST,0.0,0.0,"(0, 0)"
212026045,423,,ASSAULT - AGGRAVATED,A1, ,0,2021-04-22 17:35:00,2021,4,Thursday,17,,"HIGH ST & CONGRESS ST
BOSTON  MA 02110
UNITED STAT",42.3546460148298,-71.0546420444518,"(42.3546460148298, -71.0546420444518)"
212026423,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,D14,778,0,2021-04-24 00:00:00,2021,4,Saturday,0,,N BEACON ST,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
212040091,617,,LARCENY THEFT FROM BUILDING,C11,355,0,2021-06-15 09:30:00,2021,6,Tuesday,9,,GIBSON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212038193,423,,ASSAULT - AGGRAVATED,A1,111,0,2021-06-08 08:00:00,2021,6,Tuesday,8,,BOYLSTON ST,42.3523118967664,-71.0637051009578,"(42.3523118967664, -71.0637051009578)"
212011101,3410,,TOWED MOTOR VEHICLE,D4,157,0,2021-02-20 09:50:00,2021,2,Saturday,9,,SHAWMUT AVE,42.3398365822692,-71.0742755717659,"(42.3398365822692, -71.0742755717659)"
212042318,3005,,SICK ASSIST,E18,533,0,2021-06-22 18:17:00,2021,6,Tuesday,18,,KNIGHT ST,42.2456335075618,-71.1332936902285,"(42.2456335075618, -71.1332936902285)"
212001898,2670,,HARASSMENT/ CRIMINAL HARASSMENT,A1,70,0,2021-01-09 13:29:00,2021,1,Saturday,13,,BEACON ST,42.3570755328627,-71.0654336262178,"(42.3570755328627, -71.0654336262178)"
212023806,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,B2,282,0,2021-04-13 14:34:00,2021,4,Tuesday,14,,WASHINGTON ST,42.3292590480433,-71.0848240207294,"(42.3292590480433, -71.0848240207294)"
212039784,3007,,SUDDEN DEATH,E18,495,0,2021-06-14 08:26:00,2021,6,Monday,8,,LAVAL ST,42.2629919706055,-71.1192136646284,"(42.2629919706055, -71.1192136646284)"
212041140,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,574,0,2021-06-17 11:30:00,2021,6,Thursday,11,,WASHINGTON ST,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)"
212008070,2670,,HARASSMENT/ CRIMINAL HARASSMENT,A1,93,0,2021-02-06 15:03:00,2021,2,Saturday,15,,UNION ST,42.3606878699102,-71.0568729337081,"(42.3606878699102, -71.0568729337081)"
212013170,3115,,INVESTIGATE PERSON,D4,150,0,2021-03-01 10:21:00,2021,3,Monday,10,,CLARENDON ST,42.3454758084806,-71.0726393641716,"(42.3454758084806, -71.0726393641716)"
212040196,3115,,INVESTIGATE PERSON,B3,463,0,2021-06-15 13:51:00,2021,6,Tuesday,13,,BLUE HILL AVE,42.2933037622445,-71.0885899046847,"(42.2933037622445, -71.0885899046847)"
212041413,423,,ASSAULT - AGGRAVATED,C6,178,0,2021-06-19 16:38:00,2021,6,Saturday,16,,MASSACHUSETTS AVE,42.3315214827848,-71.0708530659426,"(42.3315214827848, -71.0708530659426)"
212020822,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,2021-04-01 14:05:00,2021,4,Thursday,14,,MASSACHUSETTS AVE,42.3334960161939,-71.073387954796,"(42.3334960161939, -71.073387954796)"
212010538,801,,ASSAULT - SIMPLE,C6,77,0,2021-01-21 13:30:00,2021,1,Thursday,13,,FAN PIER BLVD,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
212026540,3005,,SICK ASSIST,D4,629,0,2021-04-24 20:05:00,2021,4,Saturday,20,,BEACON ST,42.3471860007146,-71.1029120004003,"(42.3471860007146, -71.1029120004003)"
212038559,3115,,INVESTIGATE PERSON,B3,454,0,2021-06-09 14:33:00,2021,6,Wednesday,14,,RIPLEY RD,42.2992630326008,-71.0762651335127,"(42.2992630326008, -71.0762651335127)"
212035686,801,,ASSAULT - SIMPLE,D14,752,0,2021-05-29 20:20:00,2021,5,Saturday,20,,N CRESCENT CIRT,42.3487364019368,-71.1659681405285,"(42.3487364019368, -71.1659681405285)"
212008108,3301,,VERBAL DISPUTE,C11,395,0,2021-02-06 17:50:00,2021,2,Saturday,17,,VAN WINKLE ST,42.282501649105,-71.0636383036269,"(42.282501649105, -71.0636383036269)"
212032814,801,,ASSAULT - SIMPLE,E13, ,0,2021-05-19 12:00:00,2021,5,Wednesday,12,,CHESTNUT AVE,42.3223912275663,-71.101964483715,"(42.3223912275663, -71.101964483715)"
212026575,3802,,M/V ACCIDENT - PROPERTY DAMAGE,, ,0,2021-04-24 11:30:00,2021,4,Saturday,11,,"ALPHA RD & PARK ST
BOSTON  MA 02124
UNITED STATES",42.2959829950541,-71.0702660301757,"(42.2959829950541, -71.0702660301757)"
212037437,3201,,PROPERTY - LOST/ MISSING,A1,77,0,2021-05-26 13:00:00,2021,5,Wednesday,13,,NEW SUDBURY ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
212042086,3005,,SICK ASSIST,D4,620,0,2021-06-21 23:20:00,2021,6,Monday,23,,NORWAY ST,42.3452109987635,-71.0881498703324,"(42.3452109987635, -71.0881498703324)"
212037411,801,,ASSAULT - SIMPLE,B3,446,0,2021-06-05 14:02:00,2021,6,Saturday,14,,HARVARD ST,42.2966912359869,-71.0789575685199,"(42.2966912359869, -71.0789575685199)"
212016897,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,355,0,2021-03-16 16:00:00,2021,3,Tuesday,16,,GIBSON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212019163,3005,,SICK ASSIST,E13, ,0,2021-03-25 19:54:00,2021,3,Thursday,19,,"WASHINGTON ST & COLUMBUS AVE
ROXBURY  MA 02119
UNI",42.3157919572691,-71.0982960308198,"(42.3157919572691, -71.0982960308198)"
212007435,2670,,HARASSMENT/ CRIMINAL HARASSMENT,E13,577,0,2021-02-04 00:45:00,2021,2,Thursday,0,,BOYLSTON ST,42.3143368578691,-71.1015154314463,"(42.3143368578691, -71.1015154314463)"
212030165,3115,,INVESTIGATE PERSON,C11,355,0,2021-05-09 09:24:00,2021,5,Sunday,9,,GIBSON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212040322,3114,,INVESTIGATE PROPERTY,C6,174,0,2021-06-15 20:59:00,2021,6,Tuesday,20,,DORCHESTER AVE,42.335433172896,-71.0570537824971,"(42.335433172896, -71.0570537824971)"
212010893,3005,,SICK ASSIST,E13,930,0,2021-02-19 09:21:00,2021,2,Friday,9,,COLUMBUS AVE,42.3150689804943,-71.0974657941199,"(42.3150689804943, -71.0974657941199)"
212034317,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,200,0,2021-05-24 17:00:00,2021,5,Monday,17,,W BROADWAY,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
212039558,3115,,INVESTIGATE PERSON,E13,574,0,2021-06-12 12:10:00,2021,6,Saturday,12,,WASHINGTON ST,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)"
212042444,3410,,TOWED MOTOR VEHICLE,C6,225,0,2021-06-23 08:54:00,2021,6,Wednesday,8,,E FOURTH ST,42.3346819259427,-71.04046672462,"(42.3346819259427, -71.04046672462)"
212008540,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,778,0,2021-02-07 17:00:00,2021,2,Sunday,17,,ASHFORD TER,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
212031279,2907,,VAL - OPERATING AFTER REV/SUSP.,B2,280,0,2021-05-13 15:03:00,2021,5,Thursday,15,,DUDLEY ST,42.3286317167774,-71.0830989872369,"(42.3286317167774, -71.0830989872369)"
212008734,3207,,PROPERTY - FOUND,C6,213,0,2021-02-09 18:00:00,2021,2,Tuesday,18,,W BROADWAY,42.3361119955234,-71.0466543422337,"(42.3361119955234, -71.0466543422337)"
212003611,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,427,0,2021-01-17 00:00:00,2021,1,Sunday,0,,NORFOLK ST,42.2789775432828,-71.0895427149374,"(42.2789775432828, -71.0895427149374)"
212001616,3005,,SICK ASSIST,C11,369,0,2021-01-08 11:12:00,2021,1,Friday,11,,POPES HILL ST,42.2929328388631,-71.0503231900759,"(42.2929328388631, -71.0503231900759)"
212009388,613,,LARCENY SHOPLIFTING,D14,768,0,2021-02-12 15:09:00,2021,2,Friday,15,,MARKET ST,42.3558070604908,-71.1493216719346,"(42.3558070604908, -71.1493216719346)"
212034792,613,,LARCENY SHOPLIFTING,C11,356,0,2021-05-26 15:18:00,2021,5,Wednesday,15,,GENEVA AVE,42.2984886615439,-71.0631329417796,"(42.2984886615439, -71.0631329417796)"
212013606,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,364,0,2021-03-03 00:16:00,2021,3,Wednesday,0,,ADAMS ST,42.2960454594569,-71.0563547791097,"(42.2960454594569, -71.0563547791097)"
212001563,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3, ,0,2021-01-08 02:12:00,2021,1,Friday,2,,"WENTWORTH ST & WENTWORTH TERR
BOSTON  MA 02124
UNI",42.2863330338798,-71.0748700051426,"(42.2863330338798, -71.0748700051426)"
212004417,3108,,FIRE REPORT,E5,910,0,2021-01-21 07:58:00,2021,1,Thursday,7,,UNITY WAY,42.2767386184531,-71.1369656754854,"(42.2767386184531, -71.1369656754854)"
212031099,724,,AUTO THEFT,D4,590,0,2021-05-12 20:28:00,2021,5,Wednesday,20,,HUNTINGTON AVE,42.3382413286462,-71.0939847301101,"(42.3382413286462, -71.0939847301101)"
212016859,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,200,0,2021-03-16 12:00:00,2021,3,Tuesday,12,,W BROADWAY,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
212008478,3005,,SICK ASSIST,A1,85,0,2021-02-08 13:33:00,2021,2,Monday,13,,N MARGIN ST,42.3649047640308,-71.0567187322552,"(42.3649047640308, -71.0567187322552)"
212027735,3112,,LANDLORD - TENANT,B2,305,0,2021-04-29 00:00:00,2021,4,Thursday,0,,ELMORE ST,42.3201381905557,-71.0911223477099,"(42.3201381905557, -71.0911223477099)"
212022169,3005,,SICK ASSIST,A1,102,0,2021-04-06 21:48:00,2021,4,Tuesday,21,,TREMONT ST,42.3565850033459,-71.0618950479877,"(42.3565850033459, -71.0618950479877)"
212008088,613,,LARCENY SHOPLIFTING,E18,490,0,2021-02-06 16:09:00,2021,2,Saturday,16,,AMERICAN LEGION HWY,42.2753131149712,-71.1158779769403,"(42.2753131149712, -71.1158779769403)"
212022974,423,,ASSAULT - AGGRAVATED,B3,463,0,2021-04-10 04:33:00,2021,4,Saturday,4,,WILBERT RD,42.2940624703748,-71.0900455275915,"(42.2940624703748, -71.0900455275915)"
212036849,2647,,THREATS TO DO BODILY HARM,A1,104,0,2021-06-02 17:54:00,2021,6,Wednesday,17,,WASHINGTON ST,42.356486304603,-71.0592814493937,"(42.356486304603, -71.0592814493937)"
212005084,3115,,INVESTIGATE PERSON,A1,123,0,2021-01-24 06:03:00,2021,1,Sunday,6,,NASSAU ST,42.3488060439962,-71.0628544696866,"(42.3488060439962, -71.0628544696866)"
212006994,3114,,INVESTIGATE PROPERTY,E5,564,0,2021-02-02 00:07:00,2021,2,Tuesday,0,,ELVEN RD,42.2933884974193,-71.1198969931775,"(42.2933884974193, -71.1198969931775)"
212039395,613,,LARCENY SHOPLIFTING,E5,691,0,2021-06-12 18:19:00,2021,6,Saturday,18,,CENTRE ST,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)"
212006681,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,A15,60,0,2021-01-30 19:00:00,2021,1,Saturday,19,,PLEASANT ST,42.3742232833495,-71.0629790684519,"(42.3742232833495, -71.0629790684519)"
212023055,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,339,0,2021-04-10 15:00:00,2021,4,Saturday,15,,HANCOCK ST,42.3085503265275,-71.0587470327092,"(42.3085503265275, -71.0587470327092)"
212008487,3803,,M/V ACCIDENT - PERSONAL INJURY,B3,476,0,2021-02-08 14:23:00,2021,2,Monday,14,,BLUE HILL AVE,42.2681739726055,-71.0938767726134,"(42.2681739726055, -71.0938767726134)"
212028712,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,200,0,2021-05-03 08:00:00,2021,5,Monday,8,,W BROADWAY,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
212031355,3114,,INVESTIGATE PROPERTY,C11,375,0,2021-05-13 21:03:00,2021,5,Thursday,21,,WILLIAM T MORRISSEY BLVD,42.2898887029663,-71.0452277921806,"(42.2898887029663, -71.0452277921806)"
212015876,301,,ROBBERY,C6,200,0,2021-03-09 20:00:00,2021,3,Tuesday,20,,MSGR O'CALLAGHAN WAY,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
212010597,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,459,0,2021-02-17 20:03:00,2021,2,Wednesday,20,,SEAVER ST,42.303028750322,-71.0807145997517,"(42.303028750322, -71.0807145997517)"
212018982,736,,RECOVERED - MV RECOVERED IN BOSTON (STOLEN IN BOSTON) MUST BE SUPPLEMENTAL,B3,465,0,2021-03-24 09:30:00,2021,3,Wednesday,9,,HARVARD AVE,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
212015969,3006,,SICK/INJURED/MEDICAL - PERSON,E13,572,0,2021-03-12 21:43:00,2021,3,Friday,21,,GRANADA PARK,42.3131910471869,-71.0982312866435,"(42.3131910471869, -71.0982312866435)"
212026881,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,B3,465,0,2021-04-25 17:30:00,2021,4,Sunday,17,,WILMORE ST,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
212026379,3106,,PROPERTY - ACCIDENTAL DAMAGE,D4,594,0,2021-04-24 10:14:00,2021,4,Saturday,10,,HUNTINGTON AVE,42.3420184979973,-71.0856621266345,"(42.3420184979973, -71.0856621266345)"
212005760,3114,,INVESTIGATE PROPERTY,B2,317,0,2021-01-27 11:04:00,2021,1,Wednesday,11,,HOMESTEAD ST,42.3112772558629,-71.0890933411328,"(42.3112772558629, -71.0890933411328)"
212015959,801,,ASSAULT - SIMPLE,A1, ,0,2021-03-12 21:18:00,2021,3,Friday,21,,"WINTER ST & WASHINGTON ST
BOSTON  MA 02111
UNITED ",42.3554590091723,-71.0605239691824,"(42.3554590091723, -71.0605239691824)"
212030938,3005,,SICK ASSIST,B3,432,0,2021-05-12 10:15:00,2021,5,Wednesday,10,,DUMAS ST,42.2846093042213,-71.0850437779821,"(42.2846093042213, -71.0850437779821)"
212011862,3201,,PROPERTY - LOST/ MISSING,B2,317,0,2021-02-08 00:00:00,2021,2,Monday,0,,ELM HILL AVE,42.3105286620925,-71.0867183522285,"(42.3105286620925, -71.0867183522285)"
212011606,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,111,0,2021-02-22 00:00:00,2021,2,Monday,0,,"BOYLSTON ST & WASINGTON ST
BOSTON  MA 02116
UNITED",42.3523900098047,-71.062602981409,"(42.3523900098047, -71.062602981409)"
212028054,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C6,195,0,2021-04-30 18:15:00,2021,4,Friday,18,,MIDDLE ST,42.3320406626042,-71.0560298859273,"(42.3320406626042, -71.0560298859273)"
212030369,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,75,0,2021-05-10 00:00:00,2021,5,Monday,0,,PORTLAND STREET,0.0,0.0,"(0, 0)"
212030184,801,,ASSAULT - SIMPLE,D14, ,0,2021-05-09 10:03:00,2021,5,Sunday,10,,NORTH BEACON STREET,0.0,0.0,"(0, 0)"
212008277,2647,,THREATS TO DO BODILY HARM,C6,222,0,2021-02-07 14:08:00,2021,2,Sunday,14,,EMMET ST,42.3368563884045,-71.03870841541,"(42.3368563884045, -71.03870841541)"
212015986,1402,,VANDALISM,A1,67,0,2021-03-12 23:08:00,2021,3,Friday,23,,CAMBRIDGE ST,42.3611253151013,-71.0666721136097,"(42.3611253151013, -71.0666721136097)"
212038257,617,,LARCENY THEFT FROM BUILDING,B3,422,0,2021-06-08 10:03:00,2021,6,Tuesday,10,,RIVER ST,42.271330052757,-71.0829986502208,"(42.271330052757, -71.0829986502208)"
212010002,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,363,0,2021-02-13 16:00:00,2021,2,Saturday,16,,DIX ST,42.2952182017428,-71.0606870857354,"(42.2952182017428, -71.0606870857354)"
212029922,3115,,INVESTIGATE PERSON,B3,565,0,2021-05-08 08:08:00,2021,5,Saturday,8,,SENATOR BOLLING CIR,42.289131470932,-71.0929302822061,"(42.289131470932, -71.0929302822061)"
212026973,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,778,0,2021-04-21 17:45:00,2021,4,Wednesday,17,,EGREMONT RD,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
212040902,3301,,VERBAL DISPUTE,B2,314,0,2021-06-17 16:15:00,2021,6,Thursday,16,,HAROLD ST,42.3150577277088,-71.0909198723425,"(42.3150577277088, -71.0909198723425)"
212011148,3006,,SICK/INJURED/MEDICAL - PERSON,A1,92,0,2021-02-20 12:46:00,2021,2,Saturday,12,,COURT ST,42.3591730654983,-71.0592164782146,"(42.3591730654983, -71.0592164782146)"
212023085,2647,,THREATS TO DO BODILY HARM,E18,481,0,2021-04-10 17:05:00,2021,4,Saturday,17,,MARCY RD,42.2671469045264,-71.0963109407084,"(42.2671469045264, -71.0963109407084)"
212017547,616,,LARCENY THEFT OF BICYCLE,D14,778,0,2021-03-18 22:00:00,2021,3,Thursday,22,,CAMELOT CT,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
212017593,3503,,MISSING PERSON - NOT REPORTED - LOCATED,C11, ,0,2021-03-19 16:30:00,2021,3,Friday,16,,"PARK ST & GREENBRIER ST
DORCHESTER  MA 02124
UNITE",0.0,0.0,"(0, 0)"
212016192,3006,,SICK/INJURED/MEDICAL - PERSON,E18,481,0,2021-03-13 20:09:00,2021,3,Saturday,20,,CUMMINS HWY,42.2685760859724,-71.0957482568942,"(42.2685760859724, -71.0957482568942)"
212032868,3502,,MISSING PERSON - LOCATED,B2,267,0,2021-05-05 15:52:00,2021,5,Wednesday,15,,VINE ST,42.3263011017991,-71.0776491905955,"(42.3263011017991, -71.0776491905955)"
212032039,617,,LARCENY THEFT FROM BUILDING,B2,282,0,2021-05-16 14:40:00,2021,5,Sunday,14,,WASHINGTON ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
212038299,724,,AUTO THEFT,E5,550,0,2021-06-08 14:12:00,2021,6,Tuesday,14,,BLUE LEDGE DR,42.2762018079965,-71.1378891866077,"(42.2762018079965, -71.1378891866077)"
212019233,3115,,INVESTIGATE PERSON,D4,626,0,2021-03-26 00:21:00,2021,3,Friday,0,,PETERBOROUGH ST,42.343393880355,-71.0984928204013,"(42.343393880355, -71.0984928204013)"
212030888,3114,,INVESTIGATE PROPERTY,C11,460,0,2021-05-12 04:21:00,2021,5,Wednesday,4,,COLUMBIA RD,42.3057746517016,-71.0794800615986,"(42.3057746517016, -71.0794800615986)"
